StreetNumber,StreetName,City,StateOrProvince,CountyOrParish,PostalCode,ClosePrice,ElementarySchool,MiddleSchool,HighSchool,SubdComplex,Stories,UpperBedrooms,UpperFullBaths,UpperHalfBaths,MainBedrooms,MainFullBaths,MainHalfBaths,LowerBedrooms,LowerFullBaths,LowerHalfBaths,ParkingDesc,BasementDesc,FireplacesNum,PoolonProperty,YearBuilt,Exterior,SqFtTotal,AssociationFee,CloseDate,CDOM
352,GLENDALE,Atlanta,Georgia,Dekalb,30307,428000,Lin,Inman,Grady,CANDLER PARK,2 Stories,1,0,0,2,2,0,0,0,0,"Driveway, Kitchen Level","Interior Entry, Unfinished",1,None,1920,"Deck, Fenced Yard, Front Porch, Garden Area, Out-Buildings",1722,0,9/11/2014,1
359,Clifton,Atlanta,Georgia,Dekalb,30307,427500,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Kitchen Level",Crawl Space,1,None,1930,"Fenced Yard, Front Porch, Garden Area, Patio",1540,0,4/9/2014,4
481,Page,Atlanta,Georgia,Dekalb,30307,427000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,2 Car Garage,Crawl Space,1,None,1930,"Front Porch, Patio",1404,,9/27/2012,12
2115,PALIFOX,Atlanta,Georgia,Dekalb,30307,426000,Lin,Inman,Grady,LAKE CLAIRE,2 Stories,1,1,0,2,1,0,0,0,0,"None, Street","Daylight, Interior Entry",1,None,1950,"Deck, Fenced Yard, Front Porch, Patio, Prof Landscaping",1784,0,2/28/2013,33
416,Harold,Atlanta,Georgia,Dekalb,30307,426000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,Driveway,Partial,1,None,1930,"Deck, Fenced Yard, Front Porch, Garden Area",1476,0,6/30/2015,4
266,Josephine,Atlanta,Georgia,Dekalb,30307,425300,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"Parking Pad, Street",Crawl Space,2,None,1920,"Deck, Fenced Yard, Front Porch, Garden Area, Out-Buildings",1262,0,2/12/2016,7
2039,Tuxedo,Atlanta,Georgia,Dekalb,30307,425000,Lin,Inman,Grady,Lake Claire,2 Stories,4,2,0,0,0,1,0,0,0,"1 Car Garage, Detached, Driveway, Kitchen Level","Daylight, Finished, Interior Entry, Partial",1,None,1935,"Deck, Fenced Yard",1684,0,5/16/2012,51
1860,Dekalb,Atlanta,Georgia,Dekalb,30307,425000,Lin,Inman,Grady,Candler Park/Lake Claire,1 Story,0,0,0,3,3,0,0,0,0,"2 Car Carport, Driveway",Crawl Space,2,None,1912,"Deck, Front Porch",2170,,5/9/2013,3
2088,McLendon,Atlanta,Georgia,Dekalb,30307,425000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,1 Car Garage,"Exterior Entry, Full, Interior Entry",0,None,1954,Other,1606,0,6/21/2013,5
2017,Tuxedo,Atlanta,Georgia,Dekalb,30307,425000,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,1,0,0,2,2,1,0,0,0,"Driveway, Kitchen Level","Interior Entry, Unfinished",1,None,1938,"1-2 Step Entry, Fenced Yard, Garden Area, Patio, Prof Landscaping",1549,,8/30/2013,2
336,JOSEPHINE,Atlanta,Georgia,Dekalb,30307,425000,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,3,2,1,0,0,0,"Driveway, Kitchen Level, Side/Rear Entry, Street",Crawl Space,1,None,1910,"1-2 Step Entry, Deck, Front Porch",1666,0,9/9/2014,11
316,Clifton,Atlanta,Georgia,Dekalb,30307,425000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Side/Rear Entry, Street","Crawl Space, Interior Entry",1,None,1925,"Fenced Yard, Front Porch, Garden Area, Patio",1950,30,7/6/2015,122
1983,Tuxedo,Atlanta,Georgia,Dekalb,30307,425000,Lin,Inman,Grady,Lake Claire,2 Stories,2,1,0,2,1,0,0,0,0,"1 Car Garage, Detached, Driveway, Kitchen Level","Daylight, Full, Interior Entry, Unfinished",1,None,1945,"1-2 Step Entry, Fenced Yard, Front Porch, Garden Area, Out-Buildings, Patio, Prof Landscaping",0,0,5/21/2015,19
337,Clifton,Atlanta,Georgia,Dekalb,30307,425000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Kitchen Level",Crawl Space,2,None,1938,"1-2 Step Entry, Deck, Fenced Yard, Out-Buildings",1300,0,5/19/2015,13
626,Hardendorf,Atlanta,Georgia,Dekalb,30307,425000,Lin,Inman,Grady,Lake Clare,1 Story,0,0,0,2,1,0,0,0,0,"Driveway, None","Exterior Entry, Interior Entry, Partial, Unfinished",1,None,1930,"Front Porch, Garden Area, Prof Landscaping, Other",1268,0,6/19/2015,12
512,Harold,Atlanta,Georgia,Dekalb,30307,425000,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,1,0,0,2,1,1,0,0,0,"1 Car Garage, Parking Pad, Street",Crawl Space,2,None,1953,"Deck, Fenced Yard, Out-Buildings, Patio, Other",1802,0,5/13/2016,26
1575,Mclendon,Atlanta,Georgia,Dekalb,30307,424900,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Kitchen Level, Side/Rear Entry",Partial,1,None,1920,"Fenced Yard, Front Porch, Garden Area, Patio",1830,0,7/31/2012,60
1434,Miller,Atlanta,Georgia,Dekalb,30307,424900,Lin,Inman,Grady,Candler Park,2 Stories,3,2,0,1,2,0,0,0,0,"Parking Pad, Side/Rear Entry",Crawl Space,1,None,1910,"Deck, Front Porch, Garden Area",2108,0,5/10/2013,15
243,Casson,Atlanta,Georgia,Dekalb,30307,424900,Lin,Inman,Grady,Neoterra,,2,2,0,0,0,1,1,1,0,"2 Car Garage, Drive Under Main Level",Slab/None,1,,2007,"Deck, Prof Landscaping, Walk out balcony, Outdoor Fireplace",2288,250,8/10/2015,5
1808,McLendon,Atlanta,Georgia,Dekalb,30307,423750,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,2,2,0,0,0,0,Driveway,Crawl Space,2,None,1920,"Deck, Fenced Yard, Front Porch, Garden Area",1575,0,11/12/2015,31
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,423000,Lin,Inman,Grady,Townhomes at Candler Park,,2,2,0,0,0,1,1,1,0,"2 Car Garage, Auto Garage Door","Finished, Full, Interior Entry",1,,2006,"Deck, Walk out balcony, Walk out courtyard",2361,325,4/27/2016,32
1338,Hooper,Atlanta,Georgia,Dekalb,30307,421500,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,2,0,0,0,0,Driveway,Crawl Space,1,None,1920,"1-2 Step Entry, Deck, Fenced Yard, Front Porch, Out-Buildings",1540,0,2/25/2016,4
464,Sterling,Atlanta,Georgia,Dekalb,30307,421000,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,3,1,0,1,1,0,0,0,0,"2 Car Garage, Driveway","Interior Entry, Partial",0,None,1920,"Deck, Fenced Yard, Front Porch, Garden Area, Other",2394,0,6/29/2012,218
2017,Palifox,Atlanta,Georgia,Dekalb,30307,421000,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,"Detached, Driveway, Side/Rear Entry","Daylight, Driveway Access, Exterior Entry, Interior Entry, Partial",1,None,1938,"Front Porch, Other, Patio, Prof Landscaping",1872,0,6/22/2012,3
2034,Palifox,Atlanta,Georgia,Dekalb,30307,421000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,1,0,0,0,0,"Driveway, Kitchen Level","Interior Entry, Partial",1,None,1935,"1-2 Step Entry, Fenced Yard, Garden Area, Out-Buildings, Patio, Prof Landscaping",1434,0,9/12/2014,5
1972,McLendon,Atlanta,Georgia,Dekalb,30307,420000,Lin,Inman,Grady,Lake Claire,2 Or + Stories,3,2,0,0,0,1,0,0,0,"2 Car Carport, Detached",Crawl Space,2,None,1989,"Deck, Front Porch",1964,0,5/18/2012,15
363,Candler,Atlanta,Georgia,Dekalb,30307,420000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,Driveway,Crawl Space,4,None,1900,"Deck, Fenced Yard, Front Porch, Irrigation System, Patio",1662,,10/4/2012,41
371,Glendale,Atlanta,Georgia,Dekalb,30307,420000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,2,0,0,0,0,"1 Car Carport, Driveway, Kitchen Level",Crawl Space,2,None,1925,"Deck, Front Porch",1178,,3/31/2014,2
344,Candler,Atlanta,Georgia,Dekalb,30307,418000,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,1,0,0,1,1,0,0,0,0,"Attached, Driveway","Interior Entry, Partial, Unfinished",1,None,1929,"Deck, Front Porch, Out-Buildings",1756,0,4/13/2015,12
1672,Dekalb,Atlanta,Georgia,Dekalb,30307,416900,Lin,Inman,Grady,Views at Clifton,,1,1,0,1,1,1,1,1,0,2 Car Garage,Slab/None,0,,2016,"Deck, Irrigation System, Other",1730,165,6/20/2016,17
1429,Miller,Atlanta,Georgia,Dekalb,30307,416000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,1,0,0,0,0,Driveway,"Daylight, Exterior Entry, Full, Interior Entry, Unfinished",1,None,1925,"1-2 Step Entry, Deck, Fenced Yard, Front Porch",1060,0,10/10/2014,15
1672,Dekalb,Atlanta,Georgia,Dekalb,30307,415680,Lin,Inman,Grady,Views at Clifton,,1,1,0,1,1,1,1,1,0,2 Assigned,,0,,2015,"Irrigation System, Other",1750,0,7/15/2016,47
308,Josephine,Atlanta,Georgia,Dekalb,30307,415000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"1-2 Step Entry, Attached, Parking Pad, Side/Rear Entry",Crawl Space,2,None,1920,"1-2 Step Entry, Deck, Garden Area",0,0,5/30/2014,2
1992,McLendon,Atlanta,Georgia,Dekalb,30307,415000,Lin,Inman,Grady,Lake Claire,2 Stories,2,2,0,2,1,0,0,0,0,"Driveway, Kitchen Level, Parking Pad","Bath/Stubbed, Exterior Entry, Interior Entry, Partial",1,None,1935,"Front Porch, Garden Area, Prof Landscaping",2147,0,8/18/2014,50
253,Josephine,Atlanta,Georgia,Dekalb,30307,415000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,2,0,0,0,0,"Driveway, Kitchen Level, Side/Rear Entry, Street",Crawl Space,3,None,1910,"Fenced Yard, Front Porch, Garden Area, Patio, Prof Landscaping, Other",1580,0,3/13/2015,18
451,Leonardo,Atlanta,Georgia,Dekalb,30307,415000,Lin,Inman,Grady,Lake Claire Candler Park,1 & 1/2 Stories,1,0,0,2,1,0,0,0,0,"Attached, Driveway, Street",Partial,1,None,1940,"Fenced Yard, Garden Area, Patio",1655,0,3/18/2015,28
1452,MILLER,Atlanta,Georgia,Dekalb,30307,415000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,2,0,0,0,0,"Detached, Driveway","Crawl Space, Exterior Entry",2,None,1935,"Deck, Front Porch, Garden Area",1507,0,4/3/2015,29
549,Oakdale,Atlanta,Georgia,Dekalb,30307,415000,Lin,Inman,Grady,Candler Park,2 Stories,1,0,0,2,1,0,0,0,0,1 Car Garage,Crawl Space,0,None,1940,"Deck, Fenced Yard, Hot Tub/Spa, Patio, Prof Landscaping",1394,0,5/27/2015,34
255,Southerland,Atlanta,Georgia,Dekalb,30307,415000,Lin,Inman,Grady,Sutherland Corner,,3,3,0,0,0,1,0,0,0,"1 Car Garage, 1-2 Step Entry, Attached, Auto Garage Door",Crawl Space,1,,2012,"1-2 Step Entry, Patio, Prof Landscaping, Walk out balcony, Walk out courtyard",0,200,7/10/2015,36
611,Hardendorf,Atlanta,Georgia,Dekalb,30307,415000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,1,0,0,0,0,Driveway,"Daylight, Exterior Entry, Interior Entry",1,None,1930,"Front Porch, Garden Area",1610,0,8/19/2015,7
2073,Palifox,Atlanta,Georgia,Dekalb,30307,414000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,2,2,0,0,0,0,2 Car Garage,"Crawl Space, Interior Entry",1,None,1935,"Fenced Yard, Garden Area, Patio",1658,0,9/16/2014,45
1783,Delaware,Atlanta,Georgia,Dekalb,30307,412000,Lin,Inman,Grady,Lake Claire,2 Stories,2,1,0,1,1,0,0,0,0,Side/Rear Entry,Crawl Space,0,None,1920,"Deck, Fenced Yard, Front Porch",1766,0,9/10/2013,22
316,Clifton,Atlanta,Georgia,Dekalb,30307,410550,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Side/Rear Entry","Crawl Space, Interior Entry",1,None,1925,"Fenced Yard, Front Porch, Garden Area, Patio",1950,30,6/28/2013,18
298,Nelms,Atlanta,Georgia,Dekalb,30307,410000,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,1,0,0,2,1,0,0,0,0,Driveway,Crawl Space,0,None,1951,"Deck, Fenced Yard",1444,0,5/12/2016,32
1511,Mclendon,Atlanta,Georgia,Dekalb,30307,409000,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Parking Pad",Crawl Space,1,None,1928,"Fenced Yard, Garden Area",1650,0,2/25/2013,5
1269,McLendon,Atlanta,Georgia,Dekalb,30307,409000,Lin,Inman,Grady,Candler Park,2 Stories,3,2,0,1,1,0,0,0,1,"1 Car Garage, Detached","Bath, Daylight, Exterior Entry, Driveway Access",3,None,1920,"Fenced Yard, Front Porch",3665,0,9/18/2015,9
1349,McLendon,Atlanta,Georgia,Dekalb,30307,408000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"Detached, Driveway","Daylight, Exterior Entry, Full",1,None,1921,"Front Porch, Prof Landscaping",1472,0,11/15/2013,57
639,Hardendorf,Atlanta,Georgia,Dekalb,30307,405000,Lin,Inman,Grady,Candler Park Lake Claire,1 Story,0,0,0,3,1,1,0,0,0,"1 Car Carport, Attached, Driveway, Parking Pad","Daylight, Exterior Entry, Partial, Unfinished",1,None,1930,"Deck, Fenced Yard, Front Porch, Garden Area",1581,0,6/20/2014,2
316,Josephine,Atlanta,Georgia,Dekalb,30307,404000,Lin,Inman,Grady,Candler Park  St Weyman,2 Stories,2,1,0,2,1,0,0,0,0,"Driveway, Parking Pad, Side/Rear Entry",Crawl Space,1,None,1910,"Deck, Fenced Yard",2292,0,1/27/2012,204
444,Claire,Atlanta,Georgia,Dekalb,30307,402120,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,4,2,0,0,0,0,"Detached, Driveway","Exterior Entry, Interior Entry, Unfinished",1,None,1935,Other,1892,0,9/24/2014,25
1373,Mclendon,Atlanta,Georgia,Dekalb,30307,400000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,2,0,0,0,0,"Driveway, Side/Rear Entry","Full, Interior Entry",2,None,1910,"Deck, Fenced Yard, Front Porch, Garden Area",1676,0,5/4/2012,52
2115,McLendon,Atlanta,Georgia,Dekalb,30307,400000,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,1,1,0,3,2,0,0,0,0,"1 Car Carport, Driveway","Interior Entry, Partial",1,None,1912,"Fenced Yard, Front Porch, Patio, Prof Landscaping",2500,0,7/3/2012,79
1377,McLendon,Atlanta,Georgia,Dekalb,30307,400000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,4,2,0,0,0,0,Driveway,Exterior Entry,1,None,1910,"Deck, Fenced Yard, Front Porch, Garden Area, Patio, Prof Landscaping, Satellite Dish",1641,0,7/26/2012,81
1826,NEW YORK,Atlanta,Georgia,Dekalb,30307,400000,Lin,Inman,Grady,LAKE CLAIRE,2 Stories,3,2,0,0,0,1,0,0,0,2 Car Garage,"Daylight, Interior Entry",1,None,1993,"Deck, Front Porch, Garden Area",1828,0,6/25/2014,104
1195,McLendon,Atlanta,Georgia,Dekalb,30307,400000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,1,0,0,0,0,"Kitchen Level, Side/Rear Entry, Street","Crawl Space, Exterior Entry, Driveway Access",4,None,1903,"Fenced Yard, Front Porch, Out-Buildings, Patio",1476,0,5/29/2015,6
251,Elmira,Atlanta,Georgia,Dekalb,30307,400000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,2,0,0,0,0,"Attached, Driveway, Kitchen Level",Crawl Space,3,None,1921,"Fenced Yard, Front Porch, Patio, 1-2 Step Entry",1146,0,3/4/2016,161
2088,Mclendon,Atlanta,Georgia,Dekalb,30307,399900,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,4,2,0,0,0,0,"1 Car Garage, Attached, Auto Garage Door, Drive Under Main Level","Daylight, Full, Interior Entry, Driveway Access, Unfinished",0,None,1954,"Deck, Fenced Yard, Front Porch, Prof Landscaping",1606,0,4/29/2016,174
1812,Mclendon,Atlanta,Georgia,Dekalb,30307,399095,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,2 Car Garage,"Exterior Entry, Full, Interior Entry",1,None,1930,"Deck, Front Porch",1681,,8/26/2013,7
496,Candler Park,Atlanta,Georgia,Dekalb,30307,397500,Lin,Inman,Grady,Candler Park,2 Or + Stories,1,1,0,1,1,0,0,0,1,"Driveway, Kitchen Level, Parking Pad, Side/Rear Entry","Bath, Partial",3,None,1930,"Deck, Fenced Yard, Front Porch, Garden Area, Patio, Prof Landscaping",1509,0,5/16/2012,33
1686,Mclendon,Atlanta,Georgia,Dekalb,30307,395000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,1,0,0,0,0,"Detached, Driveway, Parking Pad, Side/Rear Entry","Interior Entry, Partial",1,None,1925,"Fenced Yard, Front Porch, Garden Area, Out-Buildings, Patio",1260,0,2/11/2016,131
2025,Tuxedo,Atlanta,Georgia,Dekalb,30307,395000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,1,0,0,0,0,Driveway,Interior Entry,1,None,1937,"Fenced Yard, Garden Area",1411,0,1/4/2016,6
279,Ferguson,Atlanta,Georgia,Dekalb,30307,394000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,2,0,0,0,0,None,Crawl Space,1,None,1900,"Front Porch, Prof Landscaping, Patio",1152,0,3/14/2016,13
329,Glendale,Atlanta,Georgia,Dekalb,30307,393000,Lin,Inman,Grady,CANDLER PARK,1 & 1/2 Stories,1,0,1,2,2,0,0,0,0,"Driveway, Parking Pad, Street","Crawl Space, Exterior Entry",3,None,1925,"Deck, Fenced Yard, Front Porch, Garden Area, Out-Buildings, Satellite Dish",2468,0,3/30/2012,28
1990,Palifox,Atlanta,Georgia,Dekalb,30307,392000,Lin,Inman,Grady,Lake Claire,2 Or + Stories,2,1,0,2,1,0,1,1,0,"Driveway, Parking Pad",Full,1,None,1935,"Fenced Yard, Garden Area, Prof Landscaping",1857,0,7/30/2012,357
1642,Clifton,Atlanta,Georgia,Dekalb,30307,390000,Lin,Inman,Grady,Druid Hills,2 Stories,0,0,0,5,2,1,1,1,0,"2 Car Garage, Drive Under Main Level, Parking Pad","Bath, Exterior Entry, Finished, Full, Interior Entry",1,None,1998,"Deck, Fenced Yard, Front Porch, Garden Area, Hot Tub/Spa, Patio",4280,0,1/27/2012,185
396,LAKESHORE,Atlanta,Georgia,Dekalb,30307,390000,Lin,Inman,Grady,LAKE CLAIRE,2 Stories,2,1,0,1,1,0,0,0,0,"Driveway, Parking Pad, Side/Rear Entry","Daylight, Driveway Access, Exterior Entry, Interior Entry",1,None,1940,"Deck, Fenced Yard, Front Porch, Garden Area, Patio",1507,0,1/4/2013,198
2077,McLendon,Atlanta,Georgia,Dekalb,30307,389900,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,"1 Car Garage, Drive Under Main Level, Driveway, Storage Room","Driveway Access, Exterior Entry, Full, Interior Entry",1,None,1940,"Deck, Fenced Yard, Garden Area",1468,0,3/21/2012,5
619,Page,Atlanta,Georgia,Dekalb,30307,389900,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,1,0,0,0,0,"Driveway, Kitchen Level, Side/Rear Entry","Interior Entry, Unfinished",1,None,1935,"1-2 Step Entry, Patio",1124,0,7/17/2014,5
304,Josephine,Atlanta,Georgia,Dekalb,30307,389000,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,3,2,0,0,0,0,"Side/Rear Entry, Street","Exterior Entry, Partial",1,None,1920,"Deck, Fenced Yard, Front Porch, Garden Area, Outdoor Fireplace",1680,0,8/8/2012,27
255,Southerland,Atlanta,Georgia,Dekalb,30307,388591,Lin,Inman,Grady,SUTHERLAND CORNER,,3,3,0,0,0,1,1,1,0,1 Car Garage,Slab/None,1,,2012,"Cov/Enclosed Porch, Deck, Prof Landscaping, Walk out courtyard",2637,170,3/29/2013,429
486,Lakeshore,Atlanta,Georgia,Dekalb,30307,387500,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,2,1,0,"Driveway, Side/Rear Entry","Bath, Daylight, Exterior Entry, Full, Interior Entry, Driveway Access",1,None,1973,"Deck, Garden Area",1445,0,6/9/2016,23
2107,Palifox,Atlanta,Georgia,Dekalb,30307,385000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,Driveway,Full,0,None,1950,"Deck, Patio",1587,,8/30/2013,22
357,Sterling,Atlanta,Georgia,Dekalb,30307,385000,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,2,1,0,0,0,0,Driveway,"Daylight, Exterior Entry, Interior Entry",1,None,1925,"Deck, Fenced Yard, Front Porch",0,0,2/28/2014,3
1379,Marion,Atlanta,Georgia,Dekalb,30307,385000,Lin,Inman,Grady,Candler Park,2 Stories,1,1,0,1,1,0,0,0,0,"1 Car Carport, 1-2 Step Entry, Attached, Driveway",Crawl Space,3,None,1920,"1-2 Step Entry, Deck, Fenced Yard, Front Porch, Garden Area",1638,0,8/1/2014,45
323,Josephine,Atlanta,Georgia,Dekalb,30307,385000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,2,0,0,0,0,"Driveway, Kitchen Level, Parking Pad",Crawl Space,3,None,1910,"Front Porch, Garden Area",1674,0,12/4/2015,68
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,385000,Lin,Inman,Grady,The Townhomes At Candler Park,,2,2,0,0,0,1,1,0,1,2 Car Garage,Slab/None,1,,2006,Deck,2557,339,3/31/2016,43
359,Josephine,Atlanta,Georgia,Dekalb,30307,384500,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Kitchen Level, Parking Pad",Crawl Space,3,None,1920,"Fenced Yard, Front Porch, Garden Area, Patio",1578,0,12/21/2012,18
612,Hardendorf,Atlanta,Georgia,Dekalb,30307,383500,Lin,Inman,Grady,Lake Calire0,1 Story,0,0,0,2,2,0,0,0,0,1 Car Garage,Interior Entry,1,None,1930,"Deck, Fenced Yard, Garden Area, Out-Buildings, Prof Landscaping",1278,0,12/26/2012,50
2042,Palifox,Atlanta,Georgia,Dekalb,30307,383000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,1,0,0,0,0,"1 Car Garage, Detached, Driveway, Street",Crawl Space,1,None,1940,"Deck, Front Porch, Patio",1133,0,5/28/2014,8
306,Elmira,Atlanta,Georgia,Dekalb,30307,382500,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,1,1,0,0,0,Driveway,Crawl Space,3,None,1920,"Deck, Fenced Yard, Front Porch, Garden Area",1922,0,3/20/2013,82
380,Southerland,Atlanta,Georgia,Dekalb,30307,382000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Kitchen Level, Side/Rear Entry",Crawl Space,2,None,1925,"Deck, Front Porch, Garden Area, Out-Buildings",1652,0,10/15/2012,113
1490,Iverson,Atlanta,Georgia,Dekalb,30307,380000,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,0,0,0,3,2,0,0,0,0,"Driveway, Kitchen Level, Parking Pad, Side/Rear Entry","Crawl Space, Interior Entry",2,None,1915,"Deck, Fenced Yard, Front Porch, Garden Area, Other",2296,0,7/10/2012,62
1746,Mclendon,Atlanta,Georgia,Dekalb,30307,380000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,2,1,0,1,1,0,"Driveway, Parking Pad","Bath, Daylight, Exterior Entry, Finished, Full",1,None,1935,"Deck, Garden Area, Out-Buildings",2015,0,11/18/2013,9
364,Candler Park,Atlanta,Georgia,Dekalb,30307,380000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,4,2,0,0,0,0,"Driveway, Kitchen Level, Street",Crawl Space,4,None,1910,"1-2 Step Entry, Front Porch, Garden Area, Patio",1873,0,6/30/2016,10
1726,McLendon,Atlanta,Georgia,Dekalb,30307,379000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,"2 Car Carport, Driveway, Side/Rear Entry, Storage Room","Daylight, Exterior Entry, Interior Entry, Partial",1,None,1932,"1-2 Step Entry, Deck, Fenced Yard, Front Porch, Garden Area, Patio",1731,0,12/14/2012,4
1460,North,Atlanta,Georgia,Dekalb,30307,377400,Lin,Inman,Grady,Candler Park,2 Stories,0,0,0,2,1,0,2,1,0,Parking Pad,"Bath, Daylight, Exterior Entry, Finished",1,None,1930,"Deck, Front Porch, Garden Area, Other",2733,,1/31/2012,51
1780,Indiana,Atlanta,Georgia,Dekalb,30307,375500,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Side/Rear Entry, Street","Crawl Space, Exterior Entry",2,None,1910,"Deck, Fenced Yard, Front Porch, Garden Area, Out-Buildings, Patio, Prof Landscaping",1344,,8/23/2012,35
1309,McLendon,Atlanta,Georgia,Dekalb,30307,375000,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,1,0,0,3,2,0,0,0,0,"Driveway, Parking Pad, Side/Rear Entry, Street",Crawl Space,4,None,1921,"Deck, Fenced Yard, Front Porch",1872,0,7/25/2012,14
367,Oakdale,Atlanta,Georgia,Dekalb,30307,375000,Lin,Inman,Grady,Candler Park,2 Stories,4,1,0,2,1,0,0,0,0,"Kitchen Level, Parking Pad",Crawl Space,4,None,1900,"1-2 Step Entry, Deck, Front Porch, Garden Area, Patio",2596,0,12/19/2012,14
495,Sterling,Atlanta,Georgia,Dekalb,30307,375000,Lin,Inman,Grady,Candler Park,2 Stories,0,0,0,3,2,0,2,1,0,Driveway,Finished,1,None,1920,Other,0,,5/21/2013,8
1759,Delaware,Atlanta,Georgia,Dekalb,30307,375000,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,1,0,0,2,1,0,0,0,0,"Parking Pad, Side/Rear Entry",Crawl Space,0,None,1945,"Fenced Yard, Garden Area, Patio",1432,0,7/16/2015,6
582,Hardendorf,Atlanta,Georgia,Dekalb,30307,373000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Kitchen Level, Side/Rear Entry",Crawl Space,1,None,1925,"Deck, Fenced Yard, Garden Area, Prof Landscaping",1838,0,9/26/2012,6
575,Harold,Atlanta,Georgia,Dekalb,30307,371000,Lin,Inman,Grady,Lake Claire,2 Or + Stories,3,2,0,0,0,0,0,0,0,"1 Car Garage, Driveway, Street",Slab/None,0,None,1984,"Deck, Outdoor Fireplace",1279,0,5/6/2013,18
